ID,SMILES,Canonical SMILES,Sweet
1038,CCCCCCCCCC(C)O,CCCCCCCCCC(O)C,True
1039,CCOC(=O)[C@@H]1[C@@H](O1)C2=CC=CC=C2,CCOC(=O)[C@H]1O[C@H]1c1ccccc1,True
1040,C[C@@H](C(=O)O)N,C[C@@H](C(=O)O)N,True
1041,CC1CCC(C1(C)C)CCO,OCCC1CCC(C1(C)C)C,True
1042,CC(=O)C1=CC2=CC=CC=C2C=C1,CC(=O)c1ccc2c(c1)cccc2,True
1043,C[C@H]1CC(=O)C(=O)[C@H]1C,C[C@H]1CC(=O)C(=O)[C@H]1C,True
1044,CC(CCC=C(C)C)CCOC(=O)C1=CC=CC=C1N,CC(CCC=C(C)C)CCOC(=O)c1ccccc1N,True
1045,C1CC(=O)OC2=CC=CC=C21,O=C1CCc2c(O1)cccc2,True
1046,C[C@]12CC[C@H](C1)C(C2=O)(C)C,O=C1[C@@]2(C)CC[C@@H](C1(C)C)C2,True
1047,C1CN[C@@H]([C@H]([C@@H]1O)O)CO,OC[C@H]1NCC[C@H]([C@@H]1O)O,True
1048,C([C@@H](C(=O)O)N)C(=O)N,NC(=O)C[C@@H](C(=O)O)N,True
1049,CCOC(CCSC)OCC,CSCCC(OCC)OCC,True
1050,CCCCCCCC(=O)OCC,CCCCCCCC(=O)OCC,True
1051,CCCCCCC/C=C/C(=O)O,CCCCCCC/C=C/C(=O)O,True
1052,C/C=C/C(=O)OCC(C)C,C/C=C/C(=O)OCC(C)C,True
1053,CCCCCCOC(=O)/C=C/C,CCCCCCOC(=O)/C=C/C,True
1054,CCC=C(C)C=O,CC(=CCC)C=O,True
1055,CCC(=O)NCC(C)(C)COC1=CC=CC2=C1C(=NS(=O)(=O)N2)N,CCC(=O)NCC(COc1cccc2c1C(=NS(=O)(=O)N2)N)(C)C,True
1056,CC1=CCC(CC1)C(C)(C)OC,COC(C1CCC(=CC1)C)(C)C,True
1057,CC1=C(C(=CC=C1)C)O,Cc1cccc(c1O)C,True
1058,CC(C)CC(C)OC(=O)C,CC(CC(OC(=O)C)C)C,True
1059,CC(=O)C1(CC2(C(O1)(OC(O2)(C)C(=O)C)C)O)C,CC(=O)C1(C)CC2(C(O1)(C)OC(O2)(C)C(=O)C)O,True
1060,C(C[C@@H](C(=O)O)N)CN.Cl,N[C@H](C(=O)O)CCCN.Cl,True
1061,CCOC(=O)C=CC1=CC=CC=C1,CCOC(=O)C=Cc1ccccc1,True
1062,CC/C=C\CCC1CCCC(=O)O1,CC/C=C\CCC1CCCC(=O)O1,True
1063,CC1=CC(=C(S1)C)C(=O)C,Cc1sc(c(c1)C(=O)C)C,True
1064,CC(=CCCC(C)(C=C)OC(=O)/C=C/C1=CC=CC=C1)C,C=CC(OC(=O)/C=C/c1ccccc1)(CCC=C(C)C)C,True
1065,C=CCOC(=O)CC1CCCCC1,C=CCOC(=O)CC1CCCCC1,True
1066,COC1=C(C=CC(=C1)CC=C)O,C=CCc1ccc(c(c1)OC)O,True
1067,CC1=NC=C2COCC2=N1,Cc1ncc2c(n1)COC2,True
1068,CC=CC1=CC(=C(C=C1)OC(=O)C)OC,CC=Cc1ccc(c(c1)OC)OC(=O)C,True
1069,C/C=C(\C)/C(=O)OCCC1=CC=CC=C1,C/C=C(/C(=O)OCCc1ccccc1)\C,True
1070,CC1=C(C=C(C=C1)O)C,Oc1ccc(c(c1)C)C,True
1071,CCC=CCC(=O)OCC,CCC=CCC(=O)OCC,True
1072,CCCCCCOC(=O)C1=CC=CC=C1,CCCCCCOC(=O)c1ccccc1,True
1073,C1=CN=C(C=N1)CO,OCc1cnccn1,True
1074,CCCC=CCO,CCCC=CCO,True
1075,CC(C)COC(=O)CC(=O)C,CC(COC(=O)CC(=O)C)C,True
1076,CC1CCC(C(C1)OC(=O)CC(C)C)C(C)C,CC1CCC(C(C1)OC(=O)CC(C)C)C(C)C,True
1077,CC(=O)C1=CC=CN1,CC(=O)c1ccc[nH]1,True
1078,C[C@H]([C@@H](C(=O)O)N)O,C[C@H]([C@@H](C(=O)O)N)O,True
1079,CCCC=CC(=O)OC,CCCC=CC(=O)OC,True
1080,CCCCC/C=C/CC(=O)OC,CCCCC/C=C/CC(=O)OC,True
1081,CC(C(=O)O)O.CC(C(=O)O)O.[Fe],OC(=O)C(O)C.OC(=O)C(O)C.[Fe],True
1082,COC1=CC=C(C=C1)C=CC=O,COc1ccc(cc1)C=CC=O,True
1083,CC(C)COC1=CC(=C(C=C1)C(=O)CCC2=CC=CC=N2)O,CC(COc1ccc(c(c1)O)C(=O)CCc1ccccn1)C,True
1084,CCC=CC=CC=O,CCC=CC=CC=O,True
1085,CCCCCCC1CC(CO1)OC(=O)C,CCCCCCC1OCC(C1)OC(=O)C,True
1086,CCC/C=C/COC(=O)C,CCC/C=C/COC(=O)C,True
1087,CC(C)CC(=O)O.N,CC(CC(=O)O)C.N,True
1088,CCCCCOC(=O)/C=C\C1=CC=CC=C1,CCCCCOC(=O)/C=C\c1ccccc1,True
1089,CC/C=C\CCOC(=O)C1=CC=CC=C1O,CC/C=C\CCOC(=O)c1ccccc1O,True
1090,CCCCC/C=C/C=O,CCCCC/C=C/C=O,True
1091,CC(C)CC1OC(OC(O1)CC(C)C)CC(C)C,CC(CC1OC(CC(C)C)OC(O1)CC(C)C)C,True
1092,CCC(=O)CSC,CSCC(=O)CC,True
1093,C1CSCS1,C1SCCS1,True
1094,C1=CC=C(C=C1)CC(=O)C(=O)O,O=C(C(=O)O)Cc1ccccc1,True
1095,C/C=C(/C)\C(=O)OCC(C)C,C/C=C(\C(=O)OCC(C)C)/C,True
1096,COC1=CC(=C(C=C1)C(=O)CCC2=CC=CC=N2)O,COc1ccc(c(c1)O)C(=O)CCc1ccccn1,True
1097,C[C@@H]1CCO[C@@H](C1)C=C(C)C,C[C@@H]1CCO[C@@H](C1)C=C(C)C,True
1098,CCC(=O)OCC=CC1=CC=CC=C1,CCC(=O)OCC=Cc1ccccc1,True
1099,CC(=O)C1=CC2=CC=CC=C2S1,CC(=O)c1cc2c(s1)cccc2,True
1100,CC(C)C1=CC=C(C=C1)CCC=O,O=CCCc1ccc(cc1)C(C)C,True
1101,CC(C)CC(=O)O,CC(CC(=O)O)C,True
1102,CCCCC1CCCCC(=O)O1,CCCCC1CCCCC(=O)O1,True
1103,CC1=CC=C(C=C1)CCC(=O)C,CC(=O)CCc1ccc(cc1)C,True
1104,CC(C)CCOC(=O)CCCC1=CC=CO1,CC(CCOC(=O)CCCc1ccco1)C,True
1105,CCC(=O)OCCC1=CC=CC=C1,CCC(=O)OCCc1ccccc1,True
1106,CCC=C(C)C1OCC(O1)C,CCC=C(C1OCC(O1)C)C,True
1107,C/C=C\C1=CC(=C(C=C1)OC(=O)CC2=CC=CC=C2)OC,C/C=C\c1ccc(c(c1)OC)OC(=O)Cc1ccccc1,True
1108,CC1=CC(=O)CC(C1=O)(C)C,O=C1C=C(C)C(=O)C(C1)(C)C,True
1109,CCC/C=C/C(=O)O,CCC/C=C/C(=O)O,True
1110,CCCCC(=O)OCC(C)C,CCCCC(=O)OCC(C)C,True
1111,CCCCCCCC(=O)OC(C)(CCC=C(C)C)C=C,CCCCCCCC(=O)OC(CCC=C(C)C)(C=C)C,True
1112,CCOC1=C(C=C(C=C1)C=CC)O,CCOc1ccc(cc1O)C=CC,True
1113,CCCC(=O)OCC=CC1=CC=CC=C1,CCCC(=O)OCC=Cc1ccccc1,True
1114,C/C=C/C=C/C(=O)OC,C/C=C/C=C/C(=O)OC,True
1115,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@H]([C@H]([C@@H](C(=O)CO)O)O)O)O)O)O)O,OCC(=O)[C@H]([C@@H]([C@@H](CO[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O)O,True
1116,CC(C)CCOC(=O)C=CC1=CC=CC=C1,CC(CCOC(=O)C=Cc1ccccc1)C,True
1117,CC/C=C\CCCO,OCCC/C=C\CC,True
1118,CC(=CC=CC(=O)C)C,CC(=CC=CC(=O)C)C,True
1119,CCCS(=O)OC,CCCS(=O)OC,True
1120,COC1=C(C(=CC(=C1)C=O)C2=CC(=CC(=C2O)OC)C=O)O,COc1cc(C=O)cc(c1O)c1cc(C=O)cc(c1O)OC,True
1121,CCCOC(=O)CC1=CC=CC=C1,CCCOC(=O)Cc1ccccc1,True
1122,CCCCC(CC)CO,CCCCC(CO)CC,True
1123,CC(=O)OCCCC=C,C=CCCCOC(=O)C,True
1124,CC=CC(=O)OCC(C)C,CC=CC(=O)OCC(C)C,True
1125,CC(C)C(=O)OC1=C(C=C(C=C1)C=O)OC,COc1cc(C=O)ccc1OC(=O)C(C)C,True
1126,CCCC(CC(=O)OC)OC(=O)C,CCCC(CC(=O)OC)OC(=O)C,True
1127,C1COC(O1)/C=C\C2=CC=CC=C2,C1COC(O1)/C=C\c1ccccc1,True
1128,CCCCC(=O)C(=O)C,CCCCC(=O)C(=O)C,True
1129,CSCCCO,CSCCCO,True
1130,CC(=C)C1=CC(=C(C=C1)O)OC,COc1cc(ccc1O)C(=C)C,True
1131,CC(C)CC(=O)CC1=CC=CC=C1,CC(CC(=O)Cc1ccccc1)C,True
1132,CCCCCCOC(=O)C(C)O,CCCCCCOC(=O)C(O)C,True
1133,C1=CC=C(C=C1)CC(=O)OCC2=CC=CC=C2,O=C(Cc1ccccc1)OCc1ccccc1,True
1134,CCC(=O)OC1CC2(CCC1C2(C)C)C,CCC(=O)OC1CC2(C(C1CC2)(C)C)C,True
1135,CCC1=NC=C(N=C1C)C,CCc1ncc(nc1C)C,True
1136,CC(CC1=CC=CC=C1)O,CC(Cc1ccccc1)O,True
1137,CCCC(CC(=O)OC)O,CCCC(CC(=O)OC)O,True
1138,CC1=CC2=C(C=C1)C=C(C=C2)C,Cc1ccc2c(c1)ccc(c2)C,True
1139,COC1=C(C=C(C=C1)C2CCC3=C(O2)C=C(C=C3)O)O,COc1ccc(cc1O)C1CCc2c(O1)cc(cc2)O,True
1140,CC1COC(O1)C2=CC(=C(C=C2)O)OC,COc1cc(ccc1O)C1OCC(O1)C,True
1141,CC1=C(SC2=NC(=O)NC(=C12)N)C,O=c1[nH]c(N)c2c(n1)sc(c2C)C,True
1142,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O,OC(=O)[C@H](Cc1ccc(c(c1)O)O)N,True
1143,CC1=CC=C(C=C1)CC(C)C=O,O=CC(Cc1ccc(cc1)C)C,True
1144,CC(CCC=C(C)C)CCOC(=O)CC1=CC=CC=C1,CC(CCC=C(C)C)CCOC(=O)Cc1ccccc1,True
1145,C[C@H]1C(=O)C(=C(O1)C)OC(=O)C,CC(=O)OC1=C(C)O[C@H](C1=O)C,True
1146,CC1=C(SC2=NC(=O)NC(=C12)N)C.Cl,O=c1[nH]c(N)c2c(n1)sc(c2C)C.Cl,True
1147,CC(CCCC(C)(C)O)CCO,OCCC(CCCC(O)(C)C)C,True
1148,CCOC(=O)CCC1=CC=CC=C1O,CCOC(=O)CCc1ccccc1O,True
1149,CC1=CC=NC2=CC=CC=C12,Cc1ccnc2c1cccc2,True
1150,CC1=CC[C@H](CC1=O)C(=C)C,CC(=C)[C@@H]1CC=C(C(=O)C1)C,True
1151,CCCCCCC(=CC1=CC=CC=C1)C=O,CCCCCCC(=Cc1ccccc1)C=O,True
1152,CCCCCOC=O,CCCCCOC=O,True
1153,CCCCC(CC1=CC=CC=C1)O,CCCCC(Cc1ccccc1)O,True
1154,CCOC(=O)C(C)C=CC,CCOC(=O)C(C=CC)C,True
1155,CCCCCC=CCO,CCCCCC=CCO,True
1156,C(COCCO)O,OCCOCCO,True
1157,CC1=CCCC(C1C(=O)CC=C)(C)C,C=CCC(=O)C1C(=CCCC1(C)C)C,True
1158,C1CCC2C(C1)CCC(=O)O2,O=C1CCC2C(O1)CCCC2,True
1159,CC/C=C\CCOC,COCC/C=C\CC,True
1160,C[C@@H]([C@@H]([C@H]([C@H](C=O)O)O)O)O,O=C[C@@H]([C@@H]([C@H]([C@@H](O)C)O)O)O,True
1161,CC(C)/C=C(\C=O)/C1=CC=CC=C1,O=C/C(=C\C(C)C)/c1ccccc1,True
1162,CC1=CCC(CC1OC(=O)C)C(=C)C,CC(=O)OC1CC(CC=C1C)C(=C)C,True
1163,CCCC/C(=C/C)/C=O,CCCC/C(=C/C)/C=O,True
1164,CCC1=C(C(=O)C(O1)C)O,CCC1=C(O)C(=O)C(O1)C,True
1165,CC(=O)C=CC1=CC=CO1,CC(=O)C=Cc1ccco1,True
1166,CC(/C=C\C1=CC=CC=C1)O,CC(/C=C\c1ccccc1)O,True
1167,CC1=CCCC(C1C=CC(C)O)(C)C,CC(C=CC1C(=CCCC1(C)C)C)O,True
1168,C[C@H](C(=O)NC(=O)[C@H](CC(=O)O)N)NC1C(SC1(C)C)(C)C.C[C@H](C(=O)NC(=O)[C@H](CC(=O)O)N)NC1C(SC1(C)C)(C)C.O.O.O.O.O,C[C@H](C(=O)NC(=O)[C@H](CC(=O)O)N)NC1C(C)(C)SC1(C)C.C[C@H](C(=O)NC(=O)[C@H](CC(=O)O)N)NC1C(C)(C)SC1(C)C.O.O.O.O.O,True
1169,CC(=O)C1=CC=CO1,CC(=O)c1ccco1,True
1170,CC(=CC1=CC=CC=C1)C=O,O=CC(=Cc1ccccc1)C,True
1171,CC(C)CC(=O)OC(C=C)C(C)CC=C(C)C,C=CC(C(CC=C(C)C)C)OC(=O)CC(C)C,True
1172,CCCCCC=CCC(=O)OC,CCCCCC=CCC(=O)OC,True
1173,CCCCCCCC(=O)OC(C)C,CCCCCCCC(=O)OC(C)C,True
1174,CCCC(=O)OCC(=C)C,CCCC(=O)OCC(=C)C,True
1175,CC(C)OC(=O)CC1=CC=CC=C1,CC(OC(=O)Cc1ccccc1)C,True
1176,CCCCOC(=O)CC,CCCCOC(=O)CC,True
1177,CCCCC/C=C/CO,CCCCC/C=C/CO,True
1178,C1C[C@H](NC1)C(=O)O,OC(=O)[C@@H]1CCCN1,True
1179,CCCCCCCCCCOS(=O)C,CCCCCCCCCCOS(=O)C,True
1180,COC1=CC=CC=C1C=CC=O,O=CC=Cc1ccccc1OC,True
1181,CC1=C(SC=C1)C(=O)C,CC(=O)c1sccc1C,True
1182,CCC(C)C(=O)OCCC1=CC=CC=C1,CCC(C(=O)OCCc1ccccc1)C,True
1183,CCCCOC(=O)[C@H](C)O,CCCCOC(=O)[C@@H](O)C,True
1184,CCCCCOC(=O)C,CCCCCOC(=O)C,True
1185,CC1(CCCC(O1)(C)C=C)C,C=CC1(C)CCCC(O1)(C)C,True
1186,CC1=CNC(=C1C(=O)C)C,CC(=O)c1c(C)c[nH]c1C,True
1187,CCC(=O)/C=C/C1=CC=C(C=C1)OC,CCC(=O)/C=C/c1ccc(cc1)OC,True
1188,CC(=O)OCC=CC1=CC=CC=C1,CC(=O)OCC=Cc1ccccc1,True
1189,CC(=C)C1CCC(=CC1)CO,OCC1=CCC(CC1)C(=C)C,True
1190,C/C(=C\C1=CC=CC=C1)/C=O,O=C/C(=C/c1ccccc1)/C,True
1191,CCCCCCCCCC(=O)OCC=C,CCCCCCCCCC(=O)OCC=C,True
1192,CCC(C)CCC(C)(CC)O,CCC(CCC(CC)(O)C)C,True
1193,CC1=CC=C(S1)C(=O)C,Cc1ccc(s1)C(=O)C,True
1194,c1occc1[C@H](OC(=O)[C@H]([C@]234)O4)[C@]3(C)C[C@H](O)[C@H]5[C@@]2(C)C(=O)C[C@@H]6[C@]5(C)C=CC(=O)OC6(C)C,O=C1C=C[C@]2([C@H](C(O1)(C)C)CC(=O)[C@@]1([C@@H]2[C@@H](O)C[C@@]2([C@]31O[C@@H]3C(=O)O[C@H]2c1ccoc1)C)C)C,False
1195,CC(=O)O[C@@H]1[C@@H](OC)[C@H](C)[C@@H]([C@@]2(C)[C@H]1[C@@]34C)CC(=O)O[C@@H]2C[C@H]4[C@H](C)C[C@@H](C3=O)O,CO[C@H]1[C@H](C)[C@@H]2CC(=O)O[C@H]3[C@@]2([C@H]([C@@H]1OC(=O)C)[C@]1(C)[C@@H](C3)[C@H](C)C[C@@H](C1=O)O)C,False
1196,c1occc1[C@H](OC(=O)[C@H]([C@]234)O4)[C@]3(C)CC[C@H]5[C@@]2(C)C(=O)C[C@@H]6[C@]5(C)C=CC(=O)OC6(C)C,O=C1C=C[C@]2([C@H](C(O1)(C)C)CC(=O)[C@@]1([C@@H]2CC[C@@]2([C@]31O[C@@H]3C(=O)O[C@H]2c1ccoc1)C)C)C,False
1197,C[C@]12[C@@H]3[C@]4(C)[C@H]([C@](C)(O)[C@@H]([C@H]3O)OC)C[C@@H](O)O[C@@H]4C[C@H]2[C@H](C)C=C(C1=O)OC,COC1=C[C@@H](C)[C@H]2[C@@](C1=O)(C)[C@H]1[C@H](O)[C@@H](OC)[C@@]([C@H]3[C@@]1([C@@H](C2)O[C@@H](C3)O)C)(C)O,False
1198,C[C@]12[C@@H]3[C@]4(C)[C@H](C(C)=C(C3=O)OC)C[C@@H](O)O[C@@H]4C[C@H]2[C@H](C)C=C(C1=O)OC,COC1=C[C@@H](C)[C@H]2[C@@](C1=O)(C)[C@H]1C(=O)C(=C([C@H]3[C@@]1([C@@H](C2)O[C@@H](C3)O)C)C)OC,False
1199,C[C@]12C(=O)C[C@@H](C(C)(C)O)[C@]3([C@@H](O)CC(=O)OC3)[C@H]2CC[C@@]4(C)[C@@H](OC(=O)[C@H]([C@]145)O5)c6ccoc6,O=C1OC[C@]2([C@H](C1)O)[C@@H](CC(=O)[C@@]1([C@@H]2CC[C@@]2([C@]31O[C@@H]3C(=O)O[C@H]2c1cocc1)C)C)C(O)(C)C,False
1200,[C@@]123[C@@H]4[C@@](O)(OC1)[C@H](O)[C@H](C)[C@@H]2[C@@H](OC(=O)[C@@](C)(O)CC)C(=O)O[C@@H]3C[C@@H]5[C@]4(C)[C@H](O)C(=O)C=C5C,CC[C@@](C(=O)O[C@H]1C(=O)O[C@H]2[C@]34[C@@H]1[C@@H](C)[C@@H](O)[C@@]([C@@H]4[C@@]1([C@@H](C2)C(=CC(=O)[C@H]1O)C)C)(OC3)O)(O)C,False
1201,[C@@]123[C@@H]4[C@@](O)(OC1)[C@H](O)[C@H](C)[C@@H]2[C@@H](OC(=O)[C@@](C)(O)CC)C(=O)O[C@@H]3C[C@@H]5[C@]4(C)[C@H](O)[C@@H](O)C=C5C,CC[C@@](C(=O)O[C@H]1C(=O)O[C@H]2[C@]34[C@@H]1[C@@H](C)[C@@H](O)[C@@]([C@@H]4[C@@]1([C@@H](C2)C(=C[C@@H]([C@H]1O)O)C)C)(OC3)O)(O)C,False
1202,C[C@@]12[C@H]3C(=O)O[C@H]([C@@H]3C)[C@H](O)[C@@H]2[C@]4(C)[C@@H](CC1=O)C(C)=CC(=O)[C@H]4O,O=C1C=C(C)[C@H]2[C@@]([C@@H]1O)(C)[C@H]1[C@@H](O)[C@@H]3OC(=O)[C@H]([C@@]1(C(=O)C2)C)[C@H]3C,False
1203,C[C@@]12[C@@H]3[C@]4(C)[C@H]([C@@H](C)[C@@H](C3=O)O)CC(=O)O[C@@H]4C[C@H]1[C@H](C)C[C@H](O)[C@H]2O,O=C1O[C@@H]2C[C@H]3[C@H](C)C[C@@H]([C@H]([C@@]3([C@@H]3[C@@]2([C@@H](C1)[C@@H](C)[C@@H](C3=O)O)C)C)O)O,False
1204,[C@@]123[C@@H]4[C@@](O)(OC1)[C@H](O)C(=C)[C@@H]2CC(=O)O[C@@H]3C[C@@H]5[C@]4(C)[C@H](O)C(=O)C=C5C,O=C1O[C@@H]2C[C@H]3C(=CC(=O)[C@H]([C@@]3([C@@H]3[C@@]42[C@@H](C1)C(=C)[C@H]([C@@]3(OC4)O)O)C)O)C,False
1205,C[C@@H]1C(=O)C[C@@H](C(C)(C)O)O[C@H](C2)[C@H]1[C@](C)([C@@]23C)CC(=O)[C@]4(C)[C@H]3CC=C5[C@H]4C=C(O)C(=O)C5(C)C,O=C1C[C@H](O[C@H]2[C@H]([C@@H]1C)[C@@]1(C)CC(=O)[C@@]3([C@H]([C@@]1(C2)C)CC=C1[C@H]3C=C(O)C(=O)C1(C)C)C)C(O)(C)C,False
1206,CC(C)(O)CCC(=O)[C@](C)(O)[C@@H]([C@@H](C1)O)[C@](C)([C@@]12C)CC(=O)[C@]3(C)[C@H]2CC=C4[C@H]3C=C(O)C(=O)C4(C)C,OC1=C[C@@H]2C(=CC[C@@H]3[C@@]2(C)C(=O)C[C@]2([C@@]3(C)C[C@H]([C@@H]2[C@](C(=O)CCC(O)(C)C)(O)C)O)C)C(C1=O)(C)C,False
1207,CC(C)(O)[C@@H](O)CC(=O)[C@](C)(O)[C@@H]([C@@H](C1)O)[C@](C)([C@@]12C)CC(=O)[C@]3(C)[C@H]2CC=C4[C@H]3C[C@H](O)C(=O)C4(C)C,O[C@H]1C[C@@H]2C(=CC[C@@H]3[C@@]2(C)C(=O)C[C@]2([C@@]3(C)C[C@H]([C@@H]2[C@](C(=O)C[C@@H](C(O)(C)C)O)(O)C)O)C)C(C1=O)(C)C,False
1208,CC(C)(O)\C=C\C(=O)[C@](C)(O)[C@@H]([C@@H](C1)O)[C@](C)([C@@]12C)CC(=O)[C@]3(C)[C@H]2CC=C4[C@H]3C[C@H](O)[C@@H](O)C4(C)C,O[C@H]1C[C@@H]2C(=CC[C@@H]3[C@@]2(C)C(=O)C[C@]2([C@@]3(C)C[C@H]([C@@H]2[C@](C(=O)/C=C/C(O)(C)C)(O)C)O)C)C([C@@H]1O)(C)C,False
1209,CC(=O)OC(C)(C)\C=C\C(=O)[C@](C)(O)[C@@H]([C@@H](C1)O)[C@](C)([C@@]12C)CC(=O)[C@]3(CO)[C@H]2CC=C4[C@H]3CC[C@H](O)C4(C)C,OC[C@]12C(=O)C[C@]3([C@@]([C@@H]2CC=C2[C@H]1CC[C@@H](C2(C)C)O)(C)C[C@H]([C@@H]3[C@](C(=O)/C=C/C(OC(=O)C)(C)C)(O)C)O)C,False
1210,CC(=O)OC(C)(C)\C=C\C(=O)[C@](C)(O)[C@@H]([C@@H](C1)O)[C@](C)([C@@]12C)CC(=O)[C@]3(CO)[C@H]2CC=C4[C@H]3C[C@H](O)C(=O)C4(C)C,OC[C@]12C(=O)C[C@]3([C@@]([C@@H]2CC=C2[C@H]1C[C@H](O)C(=O)C2(C)C)(C)C[C@H]([C@@H]3[C@](C(=O)/C=C/C(OC(=O)C)(C)C)(O)C)O)C,False
1211,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)O[C@@H]([C@@H]2C)[C@@H](O)[C@@H](O)[C@@H](O2)O[C@@H](CC3)C=C(CC4)[C@@]3(C)[C@@H](CC5)[C@@H]4[C@](O)([C@]56C)CC[C@@H]6c7ccc(=O)oc7,OC[C@H]1O[C@@H](O[C@H]2[C@H](C)O[C@H]([C@@H]([C@@H]2O)O)O[C@H]2CC[C@]3(C(=C2)CC[C@@H]2[C@@H]3CC[C@]3([C@]2(O)CC[C@@H]3c2ccc(=O)oc2)C)C)[C@@H]([C@H]([C@@H]1O)O)O,False
1212,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC[C@H](C)CC[C@](O)([C@H]2C)O[C@H]([C@H]2[C@]34C)C[C@H]3[C@H]5[C@H](CC4)[C@]6(C)[C@H](CC5)C[C@H](CC6)O[C@H](O7)[C@@H]([C@@H](O)[C@H](O)[C@H]7CO)O[C@H](O8)[C@H](O)[C@@H](O)[C@H](O)[C@H]8CO,OC[C@H]1O[C@@H](O[C@H]2CC[C@]3([C@@H](C2)CC[C@@H]2[C@@H]3CC[C@]3([C@H]2C[C@H]2[C@@H]3[C@H](C)[C@@](O2)(O)CC[C@H](CO[C@@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)C)C)C)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O,False
1213,C1CC(C)(C)C[C@H]([C@]12C([O-])=O)C=3[C@@](C)(C[C@H]2O)[C@@]4(C)[C@H](CC3)[C@]5(C)[C@@H](CC4)C(C)(C)[C@H](CC5)O[C@H](O6)[C@H](O)[C@@H](O)[C@@H]([C@H]6CO[C@@H]([C@H](O)[C@H]7O)OC[C@H]7O)O[C@H](O8)[C@H](O)[C@@H]([C@@H](O)[C@@H]8C)O[C@H](O9)[C@H](O)[C@H](O)[C@@H](O)[C@@H]9C,O[C@H]1[C@@H](O[C@@H]([C@H]([C@@H]1O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)O)CO[C@@H]1OC[C@H]([C@@H]([C@H]1O)O)O)O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2CC=C2[C@@]1(C)C[C@H]([C@@]1([C@H]2CC(C)(C)CC1)C(=O)[O-])O)C)C,False
1214,C[C@]12[C@]3(O)[C@@H]4[C@@H](O4)[C@@H](OC3=O)[C@H]1[C@@]5(C)[C@H](CC2)C(=O)O[C@H](C5)c6ccoc6,O=C1O[C@H](C[C@@]2([C@@H]1CC[C@@]1([C@H]2[C@@H]2OC(=O)[C@@]1(O)[C@@H]1[C@H]2O1)C)C)c1cocc1,False
1215,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC[C@@](O)([C@@H]2O)[C@@H](C3)C[C@H](O)[C@H]([C@]234)[C@@]5(C)[C@H](CC4)c6c(C(=O)C5)occ6,OC[C@H]1O[C@@H](OC[C@]2(O)[C@@H]3C[C@@H]([C@@H]4[C@]([C@H]2O)(C3)CC[C@H]2[C@@]4(C)CC(=O)c3c2cco3)O)[C@@H]([C@H]([C@@H]1O)O)O,False
1216,c1occc1CC[C@](O)([C@@]2(C)CCC3)[C@H](C)C[C@@H](OC4=O)[C@H]2[C@]34C,C[C@@H]1C[C@H]2OC(=O)[C@@]3([C@H]2[C@]([C@@]1(O)CCc1cocc1)(C)CCC3)C,False
1217,O=C1O[C@@H]2C[C@@H](C(C)(C)C)[C@]3([C@H](O4)OC(=O)[C@@H]3O)[C@@]2([C@@]145)C[C@H]6[C@]5(O)[C@H](C)C(=O)O6,O=C1O[C@@H]2[C@@]([C@@H]1C)(O)[C@@]13[C@]4(C2)[C@H](OC3=O)C[C@H]([C@@]24[C@H](O1)OC(=O)[C@@H]2O)C(C)(C)C,False
1218,O=C1C(=C)[C@@H](C2)CC[C@H]([C@]123)[C@]45[C@H]([C@H](O)OC4)C(C)(C)[C@@H](O)C[C@@H]5OC3=O,O[C@@H]1OC[C@]23[C@H]1C(C)(C)[C@H](C[C@@H]2OC(=O)[C@]12[C@H]3CC[C@H](C1)C(=C)C2=O)O,False
1219,C[C@]12[C@]3(O)C(=O)O[C@@H](C=C3)[C@H]1[C@@]4(C)[C@@H](CC2)C(=O)O[C@@H](C4)c5ccoc5,O=C1O[C@@H](C[C@@]2([C@H]1CC[C@@]1([C@H]2[C@@H]2C=C[C@@]1(O)C(=O)O2)C)C)c1cocc1,False
1220,C[C@]12[C@]3(O)[C@@H]4[C@@H](O4)[C@@H](OC3=O)[C@H]1[C@@]5(C)[C@@H](CC2)C(=O)O[C@H](C5)c6ccoc6,O=C1O[C@H](C[C@@]2([C@H]1CC[C@@]1([C@H]2[C@@H]2OC(=O)[C@@]1(O)[C@@H]1[C@H]2O1)C)C)c1cocc1,False
